Unnamed: 0,zip_month,AWND,PRCP,SNOW,SNWD,TMAX,TMIN,WT08,WT11
2866,95944-Nov,0,55.5178571428571,0,1.34980988593156,130.544444444444,5.82222222222222,0,0
2867,95944-Dec,0,93.687707641196,3.34661354581673,9.37387387387387,78.6594982078853,-16.9532374100719,0,0
2892,28758-Jan,35.6422287390029,35.41642228739,3.6099706744868,12.4956011730205,81.6451612903226,-21.6862170087977,1,0
2893,28758-Feb,38.1993569131833,30.6495176848875,1.85852090032154,6.71382636655949,105.131832797428,-14.5852090032154,1,0
2894,28758-Mar,34.3489736070381,36.3196480938416,1.158357771261,2.26686217008798,150.636363636364,28.9061583577713,1,0
2895,28758-Apr,32.0909090909091,46.7151515151515,0,0,203.878787878788,72.6878787878788,1,0
2896,28758-May,25.0293255131965,41.0469208211144,0,0,241.381231671554,117.958944281525,1,0
2897,28758-Jun,21.4090909090909,37.9090909090909,0,0,284.884848484849,161.89696969697,1,0
2898,28758-Jul,19.4340175953079,52.7155425219941,0,0,292.126099706745,181.548387096774,1,0
2899,28758-Aug,17.9941348973607,45.4340175953079,0,0,284.530791788856,178.554252199414,1,1
2900,28758-Sep,17.9151515151515,38.4636363636364,0,0,254.409090909091,145.060606060606,1,1
2901,28758-Oct,24.0703812316716,37.7478005865103,0,0,202.140762463343,78.2023460410557,1,0
2902,28758-Nov,29.0212121212121,33.6575757575758,0.263636363636364,0.263636363636364,144.954545454545,18.2333333333333,1,0
2903,28758-Dec,33.1407624633431,47.8885630498534,2.16129032258064,8.42521994134897,108.589442815249,6.03812316715542,1,0
2904,20861-Jan,54,24.4604105571847,6.72434017595308,8.46920821114369,51.1055718475073,-38.7800586510264,0,1
2905,20861-Feb,0,23.1189710610932,7.79742765273312,45.871382636656,66.0353697749196,-36.411575562701,0,1
2906,20861-Mar,0,30.9208211143695,3.24926686217009,3.87096774193548,122.346041055718,8.92961876832845,0,0
2907,20861-Apr,0,34.4,0.039393939393939,0.039393939393939,189.363636363636,64.1272727272727,0,1
2908,20861-May,0,44.3372434017595,0.096774193548387,0,235.797653958944,123.114369501466,0,0
2909,20861-Jun,0,37.8363636363636,0,0,285.757575757576,174.79696969697,0,1
2910,20861-Jul,0,32.2463343108504,0,0,306.137829912023,200.214076246334,0,1
2911,20861-Aug,0,34.2609970674487,0,0,291.014662756598,188.354838709677,0,1
2912,20861-Sep,0,31.2484848484848,0,0,259.072727272727,152.606060606061,0,1
2913,20861-Oct,0,33.633431085044,0.029325513196481,0,198.158357771261,89.2639296187683,0,0
2914,20861-Nov,0,20.4424242424242,0.733333333333333,0.693939393939394,130.142424242424,28.9727272727273,0,0
2915,20861-Dec,0,33.1876832844575,3.08211143695015,8.36656891495601,79.6158357771261,-5.51906158357771,0,0
2928,74044-Jan,0,8.83086053412463,0.955414012738854,2.73333333333333,99.1538461538461,-32.1093117408907,0,0
2929,74044-Feb,0,17.9407894736842,2.93950177935943,6.88059701492537,111.561946902655,-11.8761061946903,0,0
2930,74044-Mar,0,25.1508875739645,1.12411347517731,0.612903225806452,187.80971659919,47.6437246963563,0,0
2931,74044-Apr,0,43.4984709480122,0,0,231.55,88.75,0,0
2932,74044-May,0,51.7573964497041,0,0,262.717741935484,140.504032258065,0,0
2933,74044-Jun,0,51.7872340425532,0,0,312.141666666667,197.095833333333,0,0
