"","year","air_temp.min","air_temp.max","air_temp.avg","dew_point.min","dew_point.max","dew_point.avg","relative_humidity.min","relative_humidity.max","relative_humidity.avg","station"
"289","1926-10-16", -1.70000000,  2.20000000,  0.36666667,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"290","1926-10-17", -0.60000000,  2.20000000,  0.33333333,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"291","1926-10-18", -2.20000000,  1.10000000, -1.10000000,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"292","1926-10-19", -3.90000000,  1.10000000, -0.93333333,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"293","1926-10-20",  0.00000000,  1.10000000,  0.56666667,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"294","1926-10-21", -0.60000000,  0.60000000, -0.20000000,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"295","1926-10-22", -1.70000000,  0.60000000, -0.36666667,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"296","1926-10-23", -2.20000000, -1.10000000, -1.66666667,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"297","1926-10-24", -3.30000000, -2.20000000, -2.76666667,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"298","1926-10-25", -3.90000000, -2.80000000, -3.33333333,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"299","1926-10-26", -5.00000000, -1.70000000, -3.90000000,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"300","1926-10-27", -7.20000000, -2.80000000, -5.00000000,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"301","1926-10-28", -3.90000000, -2.20000000, -3.13333333,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"302","1926-10-29", -4.40000000, -3.30000000, -3.66666667,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"303","1926-10-30", -7.20000000, -3.30000000, -4.80000000,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"304","1926-10-31", -2.80000000,  0.60000000, -1.30000000,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"305","1926-11-01", -9.40000000, -3.30000000, -5.53333333,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"306","1926-11-02",-11.70000000, -3.90000000, -7.23333333,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"307","1926-11-03", -8.30000000, -5.60000000, -6.86666667,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"308","1926-11-04", -5.00000000, -1.10000000, -2.76666667,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"309","1926-11-05", -2.80000000,  1.70000000, -0.56666667,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"310","1926-11-06",  1.70000000,  2.20000000,  2.03333333,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"311","1926-11-07",  2.80000000,  2.80000000,  2.80000000,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"312","1926-11-08",  3.90000000,  4.40000000,  4.06666667,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"313","1926-11-09",  5.00000000,  6.10000000,  5.73333333,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"314","1926-11-10",  5.00000000,  7.20000000,  5.93333333,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"315","1926-11-11",  4.40000000,  6.10000000,  4.96666667,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"316","1926-11-12",  1.70000000,  3.90000000,  2.60000000,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"317","1926-11-13",  3.30000000,  3.90000000,  3.50000000,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"318","1926-11-14",  3.30000000,  5.00000000,  4.23333333,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"319","1926-11-15",  5.60000000,  7.20000000,  6.30000000,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"320","1926-11-16",  3.30000000,  5.60000000,  4.26666667,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"321","1926-11-17", -1.70000000,  0.60000000, -0.36666667,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"322","1926-11-18", -4.40000000,  1.70000000, -0.90000000,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"323","1926-11-19", -1.70000000,  2.20000000,  0.73333333,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"324","1926-11-20", -1.70000000, -0.60000000, -1.13333333,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"325","1926-11-21",  2.20000000,  4.40000000,  3.50000000,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"326","1926-11-22",  5.60000000,  6.70000000,  5.96666667,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"327","1926-11-23",  4.40000000,  5.60000000,  5.00000000,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"328","1926-11-24",  2.20000000,  3.30000000,  2.93333333,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"329","1926-11-25", -1.70000000,  0.60000000, -0.36666667,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"330","1926-11-26", -1.10000000, -0.60000000, -0.76666667,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"331","1926-11-27", -1.10000000,  0.00000000, -0.56666667,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"332","1926-11-28", -2.20000000, -0.60000000, -1.66666667,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"333","1926-11-29", -7.80000000, -3.90000000, -6.13333333,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"334","1926-11-30", -9.40000000, -8.30000000, -8.86666667,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"335","1926-12-01", -9.40000000, -9.40000000, -9.40000000,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"336","1926-12-02",-11.70000000, -9.40000000,-10.56666667,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"337","1926-12-03",-10.60000000, -9.40000000, -9.80000000,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"338","1926-12-04", -8.30000000, -2.20000000, -5.73333333,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"339","1926-12-05", -2.80000000,  0.60000000, -1.10000000,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"340","1926-12-06", -3.90000000,  1.10000000, -1.13333333,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"341","1926-12-07", -0.60000000,  0.00000000, -0.40000000,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"342","1926-12-08",  0.00000000,  0.60000000,  0.20000000,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"343","1926-12-09", -0.60000000,  0.60000000,  0.00000000,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"344","1926-12-10",  0.00000000,  0.00000000,  0.00000000,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"345","1926-12-11", -5.00000000,  0.60000000, -2.40000000,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"346","1926-12-12", -8.90000000, -2.20000000, -4.63333333,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"347","1926-12-13", -6.10000000, -6.10000000, -6.10000000,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"348","1926-12-14", -9.40000000, -5.00000000, -6.66666667,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"349","1926-12-15",-10.60000000, -9.40000000,-10.00000000,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"350","1926-12-16",-18.30000000,-14.40000000,-15.90000000,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"351","1926-12-17",-19.40000000,-15.00000000,-16.83333333,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"352","1926-12-18",-15.00000000,-14.40000000,-14.60000000,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"353","1926-12-19",-17.20000000,-13.30000000,-15.53333333,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"354","1926-12-20",-13.90000000,-12.80000000,-13.33333333,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"355","1926-12-21",-20.60000000,-17.20000000,-18.90000000,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"356","1926-12-22",-26.70000000,-20.60000000,-23.90000000,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"357","1926-12-23", -6.70000000, -3.30000000, -4.63333333,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"358","1926-12-24", -3.30000000, -2.80000000, -3.13333333,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"359","1926-12-25",-11.10000000,  1.10000000, -3.90000000,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"360","1926-12-26",-12.80000000,  1.10000000, -5.76666667,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"361","1926-12-27",-10.00000000, -5.00000000, -8.33333333,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"362","1926-12-28",-13.30000000, -8.90000000,-10.93333333,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"363","1926-12-29",-17.80000000,-13.90000000,-16.50000000,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"364","1926-12-30",-24.40000000,-21.70000000,-23.13333333,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
"365","1926-12-31",-17.20000000,-16.70000000,-16.95000000,NA,NA,NA,NA,NA,NA,"228020-99999-1926"
